"repo","repo_url","stars","path","raw_url","version_hint","matched_query"
"kubernetes/kubernetes","https://github.com/kubernetes/kubernetes","120463","api/openapi-spec/v3/apis__coordination.k8s.io__v1_openapi.json","https://raw.githubusercontent.com/kubernetes/kubernetes/master/api/openapi-spec/v3/apis__coordination.k8s.io__v1_openapi.json","openapi-3","filename:openapi.json openapi"
"mindsdb/mindsdb","https://github.com/mindsdb/mindsdb","38449","mindsdb/api/http/openapi.yml","https://raw.githubusercontent.com/mindsdb/mindsdb/main/mindsdb/api/http/openapi.yml","openapi-3","filename:openapi.yml ""openapi: 3"""
"eugenp/tutorials","https://github.com/eugenp/tutorials","37342","spring-boot-modules/spring-boot-springdoc/src/main/resources/static/openapi.yml","https://raw.githubusercontent.com/eugenp/tutorials/master/spring-boot-modules/spring-boot-springdoc/src/main/resources/static/openapi.yml","openapi-3","filename:openapi.yml ""openapi: 3"""
"nextcloud/server","https://github.com/nextcloud/server","34075","apps/user_ldap/openapi.json","https://raw.githubusercontent.com/nextcloud/server/master/apps/user_ldap/openapi.json","openapi-3","filename:openapi.json openapi"
"TabbyML/tabby","https://github.com/TabbyML/tabby","32885","website/static/openapi.json","https://raw.githubusercontent.com/TabbyML/tabby/main/website/static/openapi.json","openapi-3","filename:openapi.json openapi"
"qdrant/qdrant","https://github.com/qdrant/qdrant","28766","docs/redoc/v1.6.x/openapi.json","https://raw.githubusercontent.com/qdrant/qdrant/master/docs/redoc/v1.6.x/openapi.json","openapi-3","filename:openapi.json openapi"
"qdrant/qdrant","https://github.com/qdrant/qdrant","28766","openapi/openapi-main.ytt.yaml","https://raw.githubusercontent.com/qdrant/qdrant/master/openapi/openapi-main.ytt.yaml","openapi-3","path:/openapi/ extension:yaml ""openapi: 3"""
"microsoft/semantic-kernel","https://github.com/microsoft/semantic-kernel","27220","dotnet/src/Functions/Functions.UnitTests/OpenApi/TestPlugins/messages-openapi.yml","https://raw.githubusercontent.com/microsoft/semantic-kernel/main/dotnet/src/Functions/Functions.UnitTests/OpenApi/TestPlugins/messages-openapi.yml","openapi-3","filename:openapi.yml ""openapi: 3"""
"openfaas/faas","https://github.com/openfaas/faas","26088","api-docs/spec.openapi.yml","https://raw.githubusercontent.com/openfaas/faas/master/api-docs/spec.openapi.yml","openapi-3","filename:openapi.yml ""openapi: 3"""
"Comfy-Org/ComfyUI-Manager","https://github.com/Comfy-Org/ComfyUI-Manager","13587","openapi.yaml","https://raw.githubusercontent.com/Comfy-Org/ComfyUI-Manager/main/openapi.yaml","openapi-3","filename:openapi.yaml ""openapi: 3"""
"qgis/QGIS","https://github.com/qgis/QGIS","13258","src/server/services/wfs3/openapi.json","https://raw.githubusercontent.com/qgis/QGIS/master/src/server/services/wfs3/openapi.json","openapi-3","filename:openapi.json openapi"
"formbricks/formbricks","https://github.com/formbricks/formbricks","11833","docs/api-v2-reference/openapi.yml","https://raw.githubusercontent.com/formbricks/formbricks/main/docs/api-v2-reference/openapi.yml","openapi-3","filename:openapi.yml ""openapi: 3"""
"drakkan/sftpgo","https://github.com/drakkan/sftpgo","11673","openapi/openapi.yaml","https://raw.githubusercontent.com/drakkan/sftpgo/main/openapi/openapi.yaml","openapi-3","path:/openapi/ extension:yaml ""openapi: 3"""
